source_file,Case_ID,Prompt_ID,Task_Type,Fold,y_true,template,permutation,M4_pred,M4_code,M4_code_scores,M4_score_margin
OOF_M4_SENS_T4_P1_identity.csv,CASE_0052,SUM_009,summarisation,0,3,P1,identity,3,C,"{""A"": -2.782630443572998, ""B"": -11.813880920410156, ""C"": -0.0638805478811264}",2.71875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0053,SUM_009,summarisation,0,3,P1,identity,3,C,"{""A"": -9.130025863647461, ""B"": -5.317525863647461, ""C"": -0.005025849211961031}",5.3125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0055,SUM_010,summarisation,2,2,P1,identity,2,B,"{""A"": -0.8291504979133606, ""B"": -0.7041504979133606, ""C"": -2.672900438308716}",0.125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0056,SUM_010,summarisation,2,3,P1,identity,3,C,"{""A"": -2.000182628631592, ""B"": -4.656432628631592, ""C"": -0.15643267333507538}",1.84375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0058,SUM_010,summarisation,2,3,P1,identity,1,A,"{""A"": -0.030333103612065315, ""B"": -5.186583042144775, ""C"": -3.7178330421447754}",3.6875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0059,SUM_010,summarisation,2,3,P1,identity,2,B,"{""A"": -4.255409240722656, ""B"": -0.661659300327301, ""C"": -0.755409300327301}",0.09375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0060,SUM_010,summarisation,2,1,P1,identity,1,A,"{""A"": -0.000634111522231251, ""B"": -7.37563419342041, ""C"": -11.78188419342041}",7.375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0062,SUM_011,summarisation,0,2,P1,identity,1,A,"{""A"": -3.2186455882765586e-06, ""B"": -12.71875286102295, ""C"": -15.37500286102295}",12.71875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0064,SUM_011,summarisation,0,3,P1,identity,3,C,"{""A"": -5.535498142242432, ""B"": -8.129247665405273, ""C"": -0.00424804724752903}",5.53125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0065,SUM_011,summarisation,0,3,P1,identity,3,C,"{""A"": -1.826186180114746, ""B"": -1.826186180114746, ""C"": -0.3886862099170685}",1.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0067,SUM_012,summarisation,0,1,P1,identity,1,A,"{""A"": -0.0002579356369096786, ""B"": -8.28150749206543, ""C"": -12.25025749206543}",8.28125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0068,SUM_012,summarisation,0,2,P1,identity,1,A,"{""A"": -2.9802276912960224e-06, ""B"": -16.156253814697266, ""C"": -12.75000286102295}",12.75
OOF_M4_SENS_T4_P1_identity.csv,CASE_0070,SUM_012,summarisation,0,3,P1,identity,3,C,"{""A"": -2.900357246398926, ""B"": -10.369107246398926, ""C"": -0.05660731717944145}",2.84375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0071,SUM_012,summarisation,0,3,P1,identity,3,C,"{""A"": -4.785625457763672, ""B"": -0.816875696182251, ""C"": -0.598125696182251}",0.21875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0073,SUM_013,summarisation,1,2,P1,identity,1,A,"{""A"": -6.09140915912576e-05, ""B"": -9.71881103515625, ""C"": -14.12506103515625}",9.71875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0074,SUM_013,summarisation,1,3,P1,identity,1,A,"{""A"": -0.0034430292434990406, ""B"": -6.222193241119385, ""C"": -6.534693241119385}",6.21875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0075,SUM_013,summarisation,1,2,P1,identity,1,A,"{""A"": -1.5616295058862306e-05, ""B"": -11.093765258789062, ""C"": -14.718765258789062}",11.09375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0076,SUM_013,summarisation,1,3,P1,identity,3,C,"{""A"": -2.0998830795288086, ""B"": -7.756133079528809, ""C"": -0.13113301992416382}",1.96875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0077,SUM_013,summarisation,1,3,P1,identity,2,B,"{""A"": -2.8102145195007324, ""B"": -0.5602144002914429, ""C"": -0.9977144002914429}",0.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0078,SUM_013,summarisation,1,2,P1,identity,1,A,"{""A"": -1.1920922133867862e-06, ""B"": -13.687500953674316, ""C"": -16.718751907348633}",13.6875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0079,SUM_014,summarisation,1,1,P1,identity,1,A,"{""A"": -0.016142738983035088, ""B"": -4.172392845153809, ""C"": -7.422392845153809}",4.15625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0081,SUM_014,summarisation,1,1,P1,identity,1,A,"{""A"": -0.0004395472351461649, ""B"": -7.781689643859863, ""C"": -10.719189643859863}",7.78125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0082,SUM_014,summarisation,1,3,P1,identity,3,C,"{""A"": -4.44929838180542, ""B"": -10.074297904968262, ""C"": -0.011798245832324028}",4.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0083,SUM_014,summarisation,1,3,P1,identity,3,C,"{""A"": -7.787781238555908, ""B"": -5.100281238555908, ""C"": -0.006531083956360817}",5.09375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0084,SUM_014,summarisation,1,1,P1,identity,1,A,"{""A"": -9.142934868577868e-05, ""B"": -9.406341552734375, ""C"": -11.593841552734375}",9.40625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0086,SUM_015,summarisation,0,2,P1,identity,1,A,"{""A"": -0.018362529575824738, ""B"": -4.049612522125244, ""C"": -7.174612522125244}",4.03125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0088,SUM_015,summarisation,0,3,P1,identity,1,A,"{""A"": -0.3314496874809265, ""B"": -3.6439497470855713, ""C"": -1.3626997470855713}",1.03125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0089,SUM_015,summarisation,0,2,P1,identity,2,B,"{""A"": -1.9348698854446411, ""B"": -0.2161199301481247, ""C"": -2.9973700046539307}",1.71875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0091,SUM_016,summarisation,3,1,P1,identity,1,A,"{""A"": -0.010547134093940258, ""B"": -4.604297161102295, ""C"": -7.635547161102295}",4.59375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0092,SUM_016,summarisation,3,2,P1,identity,1,A,"{""A"": -2.9802276912960224e-06, ""B"": -14.31250286102295, ""C"": -12.93750286102295}",12.9375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0094,SUM_016,summarisation,3,3,P1,identity,3,C,"{""A"": -6.127185344696045, ""B"": -15.595934867858887, ""C"": -0.0021852203644812107}",6.125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0095,SUM_016,summarisation,3,3,P1,identity,3,C,"{""A"": -4.01923131942749, ""B"": -1.1129812002182007, ""C"": -0.4254811704158783}",0.6875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0097,SUM_017,summarisation,3,2,P1,identity,1,A,"{""A"": -0.006179867312312126, ""B"": -5.0999298095703125, ""C"": -9.662429809570312}",5.09375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0098,SUM_017,summarisation,3,2,P1,identity,1,A,"{""A"": -0.019119376316666603, ""B"": -6.4878692626953125, ""C"": -4.0503692626953125}",4.03125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0099,SUM_017,summarisation,3,1,P1,identity,1,A,"{""A"": -2.861018856492592e-06, ""B"": -12.81250286102295, ""C"": -15.68750286102295}",12.8125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0100,SUM_017,summarisation,3,3,P1,identity,3,C,"{""A"": -2.5501484870910645, ""B"": -9.175148010253906, ""C"": -0.0813983902335167}",2.46875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0101,SUM_017,summarisation,3,3,P1,identity,3,C,"{""A"": -6.799424648284912, ""B"": -4.080674648284912, ""C"": -0.018174661323428154}",4.0625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0103,SUM_018,summarisation,2,1,P1,identity,1,A,"{""A"": -1.549708758830093e-05, ""B"": -11.093765258789062, ""C"": -15.218765258789062}",11.09375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0104,SUM_018,summarisation,2,2,P1,identity,1,A,"{""A"": -0.05213475599884987, ""B"": -7.614634990692139, ""C"": -2.9896347522735596}",2.9375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0105,SUM_018,summarisation,2,1,P1,identity,1,A,"{""A"": -0.0004213160718791187, ""B"": -7.781671524047852, ""C"": -12.437921524047852}",7.78125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0106,SUM_018,summarisation,2,3,P1,identity,1,A,"{""A"": -0.00020037073409184813, ""B"": -9.875200271606445, ""C"": -8.812700271606445}",8.8125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0107,SUM_018,summarisation,2,3,P1,identity,1,A,"{""A"": -0.6450806856155396, ""B"": -3.20758056640625, ""C"": -0.8325806856155396}",0.1875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0110,SUM_019,summarisation,4,2,P1,identity,1,A,"{""A"": -6.925819616299123e-05, ""B"": -9.687569618225098, ""C"": -11.843819618225098}",9.6875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0112,SUM_019,summarisation,4,3,P1,identity,1,A,"{""A"": -0.5236635804176331, ""B"": -7.523663520812988, ""C"": -0.8986635804176331}",0.375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0113,SUM_019,summarisation,4,3,P1,identity,3,C,"{""A"": -8.987716674804688, ""B"": -3.0189666748046875, ""C"": -0.050216659903526306}",2.96875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0114,SUM_019,summarisation,4,1,P1,identity,1,A,"{""A"": -0.0004067785630468279, ""B"": -7.875406742095947, ""C"": -10.531657218933105}",7.875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0115,SUM_020,summarisation,4,2,P1,identity,1,A,"{""A"": -5.066266385256313e-05, ""B"": -9.90630054473877, ""C"": -13.93755054473877}",9.90625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0116,SUM_020,summarisation,4,2,P1,identity,1,A,"{""A"": -5.960462772236497e-07, ""B"": -17.6875, ""C"": -14.250000953674316}",14.25
OOF_M4_SENS_T4_P1_identity.csv,CASE_0118,SUM_020,summarisation,4,3,P1,identity,3,C,"{""A"": -1.2236965894699097, ""B"": -8.2861967086792, ""C"": -0.34869661927223206}",0.875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0119,SUM_020,summarisation,4,2,P1,identity,2,B,"{""A"": -3.560742139816284, ""B"": -0.12324219942092896, ""C"": -2.435742139816284}",2.3125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0120,SUM_020,summarisation,4,2,P1,identity,1,A,"{""A"": -4.2199197196168825e-05, ""B"": -10.125041961669922, ""C"": -13.031291961669922}",10.125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0122,QA_001,question_answering,3,2,P1,identity,1,A,"{""A"": -1.4424220353248529e-05, ""B"": -11.750014305114746, ""C"": -11.937514305114746}",11.75
OOF_M4_SENS_T4_P1_identity.csv,CASE_0123,QA_001,question_answering,3,2,P1,identity,1,A,"{""A"": -0.004810783080756664, ""B"": -6.629810810089111, ""C"": -5.661060810089111}",5.65625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0124,QA_001,question_answering,3,3,P1,identity,1,A,"{""A"": -2.9802276912960224e-06, ""B"": -12.78125286102295, ""C"": -15.68750286102295}",12.78125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0125,QA_001,question_answering,3,3,P1,identity,1,A,"{""A"": -0.0002172949316445738, ""B"": -8.46896743774414, ""C"": -11.81271743774414}",8.46875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0130,QA_002,question_answering,4,3,P1,identity,1,A,"{""A"": -0.021553684026002884, ""B"": -6.8965535163879395, ""C"": -3.8965537548065186}",3.875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0131,QA_002,question_answering,4,3,P1,identity,3,C,"{""A"": -4.77451229095459, ""B"": -4.14951229095459, ""C"": -0.024512305855751038}",4.125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0136,QA_003,question_answering,4,3,P1,identity,3,C,"{""A"": -1.074648380279541, ""B"": -7.637148380279541, ""C"": -0.418398380279541}",0.65625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0137,QA_003,question_answering,4,3,P1,identity,3,C,"{""A"": -6.284618854522705, ""B"": -6.503368854522705, ""C"": -0.0033687767572700977}",6.28125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0139,QA_004,question_answering,1,3,P1,identity,3,C,"{""A"": -11.562509536743164, ""B"": -16.125009536743164, ""C"": -9.65590606938349e-06}",11.5625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0140,QA_004,question_answering,1,2,P1,identity,1,A,"{""A"": -1.1920928244535389e-07, ""B"": -17.5625, ""C"": -16.28125}",16.28125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0141,QA_004,question_answering,1,2,P1,identity,1,A,"{""A"": -5.960446742392378e-06, ""B"": -12.968755722045898, ""C"": -12.531255722045898}",12.53125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0142,QA_004,question_answering,1,3,P1,identity,1,A,"{""A"": -3.7788631743751466e-05, ""B"": -15.906288146972656, ""C"": -10.187538146972656}",10.1875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0143,QA_004,question_answering,1,3,P1,identity,1,A,"{""A"": -1.4305104514278355e-06, ""B"": -14.312500953674316, ""C"": -14.062500953674316}",14.0625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0144,QA_004,question_answering,1,2,P1,identity,1,A,"{""A"": -8.344646857949556e-07, ""B"": -14.187500953674316, ""C"": -16.375}",14.1875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0148,QA_005,question_answering,4,3,P1,identity,1,A,"{""A"": -0.031645189970731735, ""B"": -12.000394821166992, ""C"": -3.4691452980041504}",3.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0149,QA_005,question_answering,4,2,P1,identity,3,C,"{""A"": -8.551359176635742, ""B"": -3.9263594150543213, ""C"": -0.020109467208385468}",3.90625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0151,QA_006,question_answering,0,3,P1,identity,1,A,"{""A"": -0.0004629017203114927, ""B"": -12.312962532043457, ""C"": -7.687963008880615}",7.6875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0154,QA_006,question_answering,0,3,P1,identity,3,C,"{""A"": -2.900524139404297, ""B"": -8.525524139404297, ""C"": -0.05677424743771553}",2.84375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0155,QA_006,question_answering,0,2,P1,identity,3,C,"{""A"": -1.3653550148010254, ""B"": -5.115355014801025, ""C"": -0.30285507440567017}",1.0625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0156,QA_006,question_answering,0,2,P1,identity,1,A,"{""A"": -0.14338500797748566, ""B"": -2.4871349334716797, ""C"": -2.9871349334716797}",2.34375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0160,QA_007,question_answering,2,3,P1,identity,1,A,"{""A"": -0.07664788514375687, ""B"": -9.264147758483887, ""C"": -2.607897996902466}",2.53125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0161,QA_007,question_answering,2,3,P1,identity,1,A,"{""A"": -0.580555260181427, ""B"": -1.3305552005767822, ""C"": -1.7368052005767822}",0.7499999403953552
OOF_M4_SENS_T4_P1_identity.csv,CASE_0166,QA_008,question_answering,2,3,P1,identity,3,C,"{""A"": -11.43751049041748, ""B"": -15.46876049041748, ""C"": -1.0967194612021558e-05}",11.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0167,QA_008,question_answering,2,3,P1,identity,3,C,"{""A"": -3.5908424854278564, ""B"": -7.903342247009277, ""C"": -0.02834244817495346}",3.5625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0170,QA_009,question_answering,3,3,P1,identity,3,C,"{""A"": -1.656955361366272, ""B"": -5.063205242156982, ""C"": -0.21945539116859436}",1.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0172,QA_009,question_answering,3,3,P1,identity,1,A,"{""A"": -0.14134283363819122, ""B"": -5.891342639923096, ""C"": -2.047592878341675}",1.90625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0173,QA_009,question_answering,3,1,P1,identity,1,A,"{""A"": -2.264974000354414e-06, ""B"": -13.000001907348633, ""C"": -16.906251907348633}",13.0
OOF_M4_SENS_T4_P1_identity.csv,CASE_0178,QA_010,question_answering,3,3,P1,identity,1,A,"{""A"": -0.5105134844779968, ""B"": -13.260513305664062, ""C"": -0.9167634844779968}",0.40625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0179,QA_010,question_answering,3,2,P1,identity,3,C,"{""A"": -6.4434332847595215, ""B"": -5.4434332847595215, ""C"": -0.00593305379152298}",5.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0183,QA_011,question_answering,2,2,P1,identity,1,A,"{""A"": -0.4995933771133423, ""B"": -6.530843257904053, ""C"": -0.9370933771133423}",0.4375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0184,QA_011,question_answering,2,3,P1,identity,1,A,"{""A"": -0.001685152412392199, ""B"": -10.25168514251709, ""C"": -6.40793514251709}",6.40625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0185,QA_011,question_answering,2,3,P1,identity,3,C,"{""A"": -14.312557220458984, ""B"": -9.781307220458984, ""C"": -5.709961988031864e-05}",9.78125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0190,QA_012,question_answering,2,3,P1,identity,1,A,"{""A"": -0.002940024249255657, ""B"": -8.90919017791748, ""C"": -5.8779401779174805}",5.875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0191,QA_012,question_answering,2,2,P1,identity,1,A,"{""A"": -3.397406908334233e-05, ""B"": -10.31253433227539, ""C"": -14.18753433227539}",10.3125
OOF_M4_SENS_T4_P1_identity.csv,CASE_0192,QA_012,question_answering,2,2,P1,identity,1,A,"{""A"": -8.344646857949556e-07, ""B"": -14.656250953674316, ""C"": -14.968750953674316}",14.65625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0195,QA_013,question_answering,0,3,P1,identity,1,A,"{""A"": -0.00013863079948350787, ""B"": -12.687638282775879, ""C"": -8.906388282775879}",8.90625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0196,QA_013,question_answering,0,3,P1,identity,3,C,"{""A"": -0.741280198097229, ""B"": -8.741280555725098, ""C"": -0.647530198097229}",0.09375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0197,QA_013,question_answering,0,3,P1,identity,1,A,"{""A"": -7.83174327807501e-05, ""B"": -9.687578201293945, ""C"": -11.031328201293945}",9.6875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0198,QA_013,question_answering,0,2,P1,identity,1,A,"{""A"": -4.768370445162873e-07, ""B"": -14.9375, ""C"": -16.1875}",14.9375
OOF_M4_SENS_T4_P1_identity.csv,CASE_0201,QA_014,question_answering,4,2,P1,identity,3,C,"{""A"": -1.4069814682006836, ""B"": -1.3757314682006836, ""C"": -0.6882314682006836}",0.6875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0202,QA_014,question_answering,4,3,P1,identity,3,C,"{""A"": -3.0567948818206787, ""B"": -4.806795120239258, ""C"": -0.056794971227645874}",3.0
OOF_M4_SENS_T4_P1_identity.csv,CASE_0206,QA_015,question_answering,3,2,P1,identity,1,A,"{""A"": -0.0003691230376716703, ""B"": -8.15661907196045, ""C"": -9.40661907196045}",8.15625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0208,QA_015,question_answering,3,3,P1,identity,1,A,"{""A"": -0.005774957127869129, ""B"": -10.47452449798584, ""C"": -5.162024974822998}",5.15625
OOF_M4_SENS_T4_P1_identity.csv,CASE_0214,QA_016,question_answering,0,3,P1,identity,1,A,"{""A"": -0.000144709600135684, ""B"": -12.218894958496094, ""C"": -8.875144958496094}",8.875
OOF_M4_SENS_T4_P1_identity.csv,CASE_0215,QA_016,question_answering,0,3,P1,identity,3,C,"{""A"": -3.771780490875244, ""B"": -3.553030490875244, ""C"": -0.05303041636943817}",3.5
OOF_M4_SENS_T4_P1_identity.csv,CASE_0216,QA_016,question_answering,0,2,P1,identity,1,A,"{""A"": -0.004849220626056194, ""B"": -6.286099433898926, ""C"": -5.817349433898926}",5.8125
