source_file,Case_ID,Prompt_ID,Task_Type,Fold,y_true,template,permutation,M4_pred,M4_code,M4_code_scores,M4_score_margin
OOF_M4_SENS_T1_P1_identity.csv,CASE_0041,SUM_007,summarisation,1,1,P1,identity,1,B,"{""A"": -14.875, ""B"": -3.576278118089249e-07}",14.875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0042,SUM_007,summarisation,1,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.6875}",18.6875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0043,SUM_008,summarisation,2,1,P1,identity,0,A,"{""A"": -1.1920928244535389e-07, ""B"": -16.25}",16.25
OOF_M4_SENS_T1_P1_identity.csv,CASE_0044,SUM_008,summarisation,2,1,P1,identity,1,B,"{""A"": -9.03136920928955, ""B"": -0.00011955977242905647}",9.03125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0045,SUM_008,summarisation,2,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.4375}",18.4375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0046,SUM_008,summarisation,2,1,P1,identity,0,A,"{""A"": -0.3970034718513489, ""B"": -1.115753412246704}",0.7187499403953552
OOF_M4_SENS_T1_P1_identity.csv,CASE_0047,SUM_008,summarisation,2,1,P1,identity,1,B,"{""A"": -14.156250953674316, ""B"": -7.152555099310121e-07}",14.15625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0048,SUM_008,summarisation,2,1,P1,identity,0,A,"{""A"": -9.536738616588991e-07, ""B"": -13.812500953674316}",13.8125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0049,SUM_009,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -17.8125}",17.8125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0050,SUM_009,summarisation,0,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -19.15625}",19.15625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0051,SUM_009,summarisation,0,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -17.625}",17.625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0052,SUM_009,summarisation,0,1,P1,identity,1,B,"{""A"": -4.572881698608398, ""B"": -0.01038186065852642}",4.5625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0053,SUM_009,summarisation,0,1,P1,identity,1,B,"{""A"": -16.90625, ""B"": 0.0}",16.90625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0054,SUM_009,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -19.90625}",19.90625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0055,SUM_010,summarisation,2,1,P1,identity,1,B,"{""A"": -9.187602043151855, ""B"": -0.00010227633902104571}",9.1875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0056,SUM_010,summarisation,2,1,P1,identity,1,B,"{""A"": -13.843750953674316, ""B"": -9.536738616588991e-07}",13.84375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0057,SUM_010,summarisation,2,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.0625}",18.0625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0058,SUM_010,summarisation,2,1,P1,identity,0,A,"{""A"": -0.10020658373832703, ""B"": -2.3502066135406494}",2.25
OOF_M4_SENS_T1_P1_identity.csv,CASE_0059,SUM_010,summarisation,2,1,P1,identity,1,B,"{""A"": -15.4375, ""B"": -2.3841855067985307e-07}",15.4375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0060,SUM_010,summarisation,2,1,P1,identity,0,A,"{""A"": -4.172316494077677e-06, ""B"": -12.375003814697266}",12.375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0061,SUM_011,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -21.125}",21.125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0062,SUM_011,summarisation,0,1,P1,identity,0,A,"{""A"": -0.0005529781919904053, ""B"": -7.500553131103516}",7.5
OOF_M4_SENS_T1_P1_identity.csv,CASE_0063,SUM_011,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -23.03125}",23.03125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0064,SUM_011,summarisation,0,1,P1,identity,1,B,"{""A"": -8.312745094299316, ""B"": -0.0002454218047205359}",8.3125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0065,SUM_011,summarisation,0,1,P1,identity,1,B,"{""A"": -14.8125, ""B"": -3.576278118089249e-07}",14.8125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0066,SUM_011,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.84375}",18.84375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0067,SUM_012,summarisation,0,1,P1,identity,0,A,"{""A"": -9.536738616588991e-07, ""B"": -13.843750953674316}",13.84375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0068,SUM_012,summarisation,0,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -16.65625}",16.65625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0069,SUM_012,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.0}",18.0
OOF_M4_SENS_T1_P1_identity.csv,CASE_0070,SUM_012,summarisation,0,1,P1,identity,1,B,"{""A"": -11.968756675720215, ""B"": -6.318072337307967e-06}",11.96875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0071,SUM_012,summarisation,0,1,P1,identity,1,B,"{""A"": -12.937501907348633, ""B"": -2.3841830625315197e-06}",12.9375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0072,SUM_012,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -21.4375}",21.4375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0073,SUM_013,summarisation,1,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -16.9375}",16.9375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0074,SUM_013,summarisation,1,1,P1,identity,1,B,"{""A"": -6.407899856567383, ""B"": -0.0016498061595484614}",6.40625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0075,SUM_013,summarisation,1,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -20.03125}",20.03125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0076,SUM_013,summarisation,1,1,P1,identity,1,B,"{""A"": -3.4994304180145264, ""B"": -0.030680447816848755}",3.46875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0077,SUM_013,summarisation,1,1,P1,identity,1,B,"{""A"": -9.34383773803711, ""B"": -8.749579137656838e-05}",9.34375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0078,SUM_013,summarisation,1,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -22.5625}",22.5625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0079,SUM_014,summarisation,1,1,P1,identity,0,A,"{""A"": -0.43970704078674316, ""B"": -1.0334570407867432}",0.59375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0080,SUM_014,summarisation,1,0,P1,identity,0,A,"{""A"": -3.576278118089249e-07, ""B"": -14.8125}",14.8125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0081,SUM_014,summarisation,1,1,P1,identity,0,A,"{""A"": -0.00010549465514486656, ""B"": -9.156355857849121}",9.15625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0082,SUM_014,summarisation,1,1,P1,identity,1,B,"{""A"": -5.161996841430664, ""B"": -0.005746748298406601}",5.15625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0083,SUM_014,summarisation,1,1,P1,identity,1,B,"{""A"": -15.65625, ""B"": -1.1920928244535389e-07}",15.65625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0084,SUM_014,summarisation,1,1,P1,identity,0,A,"{""A"": -1.311301275563892e-06, ""B"": -13.562500953674316}",13.5625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0085,SUM_015,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -20.59375}",20.59375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0086,SUM_015,summarisation,0,1,P1,identity,1,B,"{""A"": -1.752799153327942, ""B"": -0.1902991682291031}",1.5625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0087,SUM_015,summarisation,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -21.875}",21.875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0088,SUM_015,summarisation,0,1,P1,identity,1,B,"{""A"": -4.541959762573242, ""B"": -0.010709667578339577}",4.53125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0089,SUM_015,summarisation,0,1,P1,identity,1,B,"{""A"": -9.6563138961792, ""B"": -6.401333666872233e-05}",9.65625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0090,SUM_015,summarisation,0,0,P1,identity,0,A,"{""A"": -2.3841855067985307e-07, ""B"": -15.5}",15.5
OOF_M4_SENS_T1_P1_identity.csv,CASE_0091,SUM_016,summarisation,3,1,P1,identity,0,A,"{""A"": -0.0014561536954715848, ""B"": -6.532706260681152}",6.53125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0092,SUM_016,summarisation,3,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -17.15625}",17.15625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0093,SUM_016,summarisation,3,0,P1,identity,0,A,"{""A"": -1.1920928244535389e-07, ""B"": -16.0}",16.0
OOF_M4_SENS_T1_P1_identity.csv,CASE_0094,SUM_016,summarisation,3,1,P1,identity,1,B,"{""A"": -5.068809986114502, ""B"": -0.006309825927019119}",5.0625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0095,SUM_016,summarisation,3,1,P1,identity,1,B,"{""A"": -13.062501907348633, ""B"": -2.145764938177308e-06}",13.0625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0096,SUM_016,summarisation,3,0,P1,identity,0,A,"{""A"": -4.768370445162873e-07, ""B"": -14.46875}",14.46875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0097,SUM_017,summarisation,3,1,P1,identity,0,A,"{""A"": -0.6931471824645996, ""B"": -0.6931471824645996}",0.0
OOF_M4_SENS_T1_P1_identity.csv,CASE_0098,SUM_017,summarisation,3,1,P1,identity,1,B,"{""A"": -6.096004486083984, ""B"": -0.002254327293485403}",6.09375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0099,SUM_017,summarisation,3,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -17.53125}",17.53125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0100,SUM_017,summarisation,3,1,P1,identity,1,B,"{""A"": -6.938470363616943, ""B"": -0.0009702504030428827}",6.9375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0101,SUM_017,summarisation,3,1,P1,identity,1,B,"{""A"": -14.9375, ""B"": -3.576278118089249e-07}",14.9375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0102,SUM_017,summarisation,3,0,P1,identity,0,A,"{""A"": -4.410734163684538e-06, ""B"": -12.343754768371582}",12.34375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0103,SUM_018,summarisation,2,1,P1,identity,0,A,"{""A"": -1.1920928244535389e-07, ""B"": -15.71875}",15.71875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0104,SUM_018,summarisation,2,1,P1,identity,1,B,"{""A"": -6.782384395599365, ""B"": -0.0011342290090397}",6.78125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0105,SUM_018,summarisation,2,1,P1,identity,0,A,"{""A"": -1.311301275563892e-06, ""B"": -13.562500953674316}",13.5625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0106,SUM_018,summarisation,2,1,P1,identity,0,A,"{""A"": -0.014609739184379578, ""B"": -4.2333598136901855}",4.21875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0107,SUM_018,summarisation,2,1,P1,identity,1,B,"{""A"": -8.687668800354004, ""B"": -0.00016866691294126213}",8.6875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0108,SUM_018,summarisation,2,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -21.625}",21.625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0109,SUM_019,summarisation,4,0,P1,identity,0,A,"{""A"": -2.7418097943154862e-06, ""B"": -12.81250286102295}",12.8125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0110,SUM_019,summarisation,4,1,P1,identity,0,A,"{""A"": -0.004078404977917671, ""B"": -5.504078388214111}",5.5
OOF_M4_SENS_T1_P1_identity.csv,CASE_0111,SUM_019,summarisation,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -17.84375}",17.84375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0112,SUM_019,summarisation,4,1,P1,identity,1,B,"{""A"": -2.492567777633667, ""B"": -0.08631781488656998}",2.40625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0113,SUM_019,summarisation,4,1,P1,identity,1,B,"{""A"": -17.9375, ""B"": 0.0}",17.9375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0114,SUM_019,summarisation,4,1,P1,identity,0,A,"{""A"": -6.198863957251888e-06, ""B"": -12.000005722045898}",12.0
OOF_M4_SENS_T1_P1_identity.csv,CASE_0115,SUM_020,summarisation,4,1,P1,identity,0,A,"{""A"": -1.1920928244535389e-07, ""B"": -16.09375}",16.09375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0116,SUM_020,summarisation,4,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.25}",18.25
OOF_M4_SENS_T1_P1_identity.csv,CASE_0117,SUM_020,summarisation,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -19.71875}",19.71875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0118,SUM_020,summarisation,4,1,P1,identity,1,B,"{""A"": -1.4298310279846191, ""B"": -0.27358102798461914}",1.15625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0119,SUM_020,summarisation,4,1,P1,identity,1,B,"{""A"": -12.75000286102295, ""B"": -2.861018856492592e-06}",12.75
OOF_M4_SENS_T1_P1_identity.csv,CASE_0120,SUM_020,summarisation,4,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -16.9375}",16.9375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0121,QA_001,question_answering,3,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -21.34375}",21.34375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0122,QA_001,question_answering,3,1,P1,identity,1,B,"{""A"": -2.521270275115967, ""B"": -0.08377019315958023}",2.4375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0123,QA_001,question_answering,3,1,P1,identity,1,B,"{""A"": -7.03213357925415, ""B"": -0.0008834273321554065}",7.03125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0124,QA_001,question_answering,3,1,P1,identity,0,A,"{""A"": -0.00011240804451517761, ""B"": -9.093862533569336}",9.09375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0125,QA_001,question_answering,3,1,P1,identity,0,A,"{""A"": -0.011756068095564842, ""B"": -4.44925594329834}",4.4375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0126,QA_001,question_answering,3,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -24.3125}",24.3125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0127,QA_002,question_answering,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.0625}",18.0625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0128,QA_002,question_answering,4,0,P1,identity,1,B,"{""A"": -10.968767166137695, ""B"": -1.728519782773219e-05}",10.96875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0129,QA_002,question_answering,4,0,P1,identity,0,A,"{""A"": -0.03922560438513756, ""B"": -3.2579755783081055}",3.21875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0130,QA_002,question_answering,4,1,P1,identity,0,A,"{""A"": -0.001599105424247682, ""B"": -6.439099311828613}",6.4375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0131,QA_002,question_answering,4,1,P1,identity,1,B,"{""A"": -15.4375, ""B"": -2.3841855067985307e-07}",15.4375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0132,QA_002,question_answering,4,0,P1,identity,0,A,"{""A"": -5.6503606174374e-05, ""B"": -9.781306266784668}",9.78125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0133,QA_003,question_answering,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -20.78125}",20.78125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0134,QA_003,question_answering,4,0,P1,identity,0,A,"{""A"": -4.768370445162873e-07, ""B"": -14.5}",14.5
OOF_M4_SENS_T1_P1_identity.csv,CASE_0135,QA_003,question_answering,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -19.9375}",19.9375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0136,QA_003,question_answering,4,1,P1,identity,1,B,"{""A"": -5.690882205963135, ""B"": -0.003382320748642087}",5.6875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0137,QA_003,question_answering,4,1,P1,identity,1,B,"{""A"": -11.625008583068848, ""B"": -8.940656698541716e-06}",11.625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0138,QA_003,question_answering,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -22.21875}",22.21875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0139,QA_004,question_answering,1,1,P1,identity,1,B,"{""A"": -20.59375, ""B"": 0.0}",20.59375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0140,QA_004,question_answering,1,1,P1,identity,0,A,"{""A"": 0.0, ""B"": -18.90625}",18.90625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0141,QA_004,question_answering,1,1,P1,identity,0,A,"{""A"": -0.009755908511579037, ""B"": -4.634756088256836}",4.625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0142,QA_004,question_answering,1,1,P1,identity,0,A,"{""A"": -0.13857576251029968, ""B"": -2.044825792312622}",1.90625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0143,QA_004,question_answering,1,1,P1,identity,1,B,"{""A"": -8.875140190124512, ""B"": -0.00013982271775603294}",8.875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0144,QA_004,question_answering,1,1,P1,identity,0,A,"{""A"": -0.0658353641629219, ""B"": -2.753335475921631}",2.6875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0145,QA_005,question_answering,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -23.3125}",23.3125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0146,QA_005,question_answering,4,0,P1,identity,0,A,"{""A"": -0.003489478724077344, ""B"": -5.6597394943237305}",5.65625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0147,QA_005,question_answering,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -23.3125}",23.3125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0148,QA_005,question_answering,4,1,P1,identity,0,A,"{""A"": -0.001207337831147015, ""B"": -6.71995735168457}",6.71875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0149,QA_005,question_answering,4,1,P1,identity,1,B,"{""A"": -16.90625, ""B"": 0.0}",16.90625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0150,QA_005,question_answering,4,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -23.3125}",23.3125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0151,QA_006,question_answering,0,1,P1,identity,0,A,"{""A"": -0.00011955977242905647, ""B"": -9.03136920928955}",9.03125
OOF_M4_SENS_T1_P1_identity.csv,CASE_0152,QA_006,question_answering,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -17.0625}",17.0625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0153,QA_006,question_answering,0,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -17.65625}",17.65625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0154,QA_006,question_answering,0,1,P1,identity,1,B,"{""A"": -7.344396591186523, ""B"": -0.0006463822210207582}",7.34375
OOF_M4_SENS_T1_P1_identity.csv,CASE_0155,QA_006,question_answering,0,1,P1,identity,1,B,"{""A"": -14.90625, ""B"": -3.576278118089249e-07}",14.90625
OOF_M4_SENS_T1_P1_identity.csv,CASE_0156,QA_006,question_answering,0,1,P1,identity,0,A,"{""A"": -0.25897347927093506, ""B"": -1.477723479270935}",1.21875
OOF_M4_SENS_T1_P1_identity.csv,CASE_0157,QA_007,question_answering,2,0,P1,identity,0,A,"{""A"": 0.0, ""B"": -26.8125}",26.8125
